CSGroup,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,SC group,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category (group) 2,Sub-Category (group) 3,Sub-Category (group) 4,Sub-Category (group) 5,Sub-Category (group) 6,Sub-Category (group),Sub-Category
A&B,45.0,Office Supplies,Olathe,United States,Tom Ashbrook,0.0,1,2015-09-12,US-2015-119081,66062.0,GBC,GBC DocuBind P100 Manual Binding Machine,149.0,2,Central,"Binders, Bookcases, Chairs and 3 more",332.0,Home Office,2015-09-19,Standard Class,Kansas,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,46.0,Office Supplies,Tulsa,United States,Michelle Tran,0.0,1,2017-08-11,CA-2017-128671,74133.0,Other,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",36.0,2,Central,"Binders, Bookcases, Chairs and 3 more",78.0,Home Office,2017-08-16,Standard Class,Oklahoma,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,48.0,Office Supplies,Tulsa,United States,Rick Bensley,0.0,1,2015-09-07,CA-2015-117765,74133.0,Avery,Avery Recycled Flexi-View Covers for Binding Systems,15.0,2,Central,"Binders, Bookcases, Chairs and 3 more",32.0,Home Office,2015-09-13,Standard Class,Oklahoma,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
CEF,4.0,Office Supplies,Richmond,United States,Hallie Redmond,0.0,1,2018-01-14,CA-2018-113278,47374.0,Other,Bagged Rubber Bands,0.0,2,Central,"Binders, Bookcases, Chairs and 3 more",3.0,Home Office,2018-01-20,Standard Class,Indiana,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
Rest,49.0,Office Supplies,Holland,United States,Steve Carroll,0.0,1,2017-07-28,CA-2017-143924,49423.0,Xerox,Xerox 1889,54.0,2,Central,Paper,110.0,Home Office,2017-08-03,Standard Class,Michigan,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,47.0,Office Supplies,Jackson,United States,Matt Abelman,0.0,1,2016-12-01,CA-2016-110324,49201.0,Wirebound,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.0,2,Central,Paper,19.0,Home Office,2016-12-05,Standard Class,Michigan,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.0,1,2017-10-15,CA-2017-124352,73120.0,Xerox,Xerox 1999,6.0,2,Central,Paper,13.0,Home Office,2017-10-21,Standard Class,Oklahoma,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,28.0,Office Supplies,Columbus,United States,Sam Zeldin,0.0,1,2016-06-12,CA-2016-136105,47201.0,Other,Recycled Eldon Regeneration Jumbo File,7.0,2,Central,Storage,25.0,Home Office,2016-06-16,Standard Class,Indiana,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,28.0,Office Supplies,Richmond,United States,Hallie Redmond,0.0,1,2018-01-14,CA-2018-113278,47374.0,Staple magnet,Staple magnet,5.0,2,Central,Storage,19.0,Home Office,2018-01-20,Standard Class,Indiana,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,25.0,Office Supplies,Jackson,United States,Matthew Grinstein,0.0,1,2017-12-12,CA-2017-139395,49201.0,Fellowes,Fellowes Desktop Hanging File Manager,7.0,2,Central,Storage,27.0,Home Office,2017-12-18,Standard Class,Michigan,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,27.0,Office Supplies,Springfield,United States,Nick Zandusky,0.0,1,2015-08-02,US-2015-106299,65807.0,Smead,Smead Adjustable Mobile File Trolley with Lockable Top,226.0,2,Central,Storage,838.0,Home Office,2015-08-08,Standard Class,Missouri,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,29.0,Office Supplies,Tulsa,United States,Rick Bensley,0.0,1,2015-09-07,CA-2015-117765,74133.0,Akro,Akro-Mils 12-Gallon Tote,6.0,2,Central,Storage,20.0,Home Office,2015-09-13,Standard Class,Oklahoma,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
A&B,26.0,Office Supplies,Muskogee,United States,Julie Prescott,0.0,1,2018-02-20,CA-2018-150525,74403.0,Other,Disposable Triple-Filter Dust Bags,3.0,3,Central,"Accessories, Appliances, Art",13.0,Home Office,2018-02-25,Standard Class,Oklahoma,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,29.0,Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.0,1,2017-10-15,CA-2017-124352,73120.0,Hoover,Hoover Upright Vacuum With Dirt Cup,252.0,3,Central,"Accessories, Appliances, Art",869.0,Home Office,2017-10-21,Standard Class,Oklahoma,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,30.0,Office Supplies,Superior,United States,Eugene Moren,0.0,1,2017-05-30,CA-2017-152730,54880.0,Acco,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",109.0,3,Central,"Accessories, Appliances, Art",365.0,Home Office,2017-06-04,Standard Class,Wisconsin,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,25.0,Office Supplies,Olathe,United States,Brad Eason,0.0,1,2017-09-05,CA-2017-140774,66062.0,Panasonic,Panasonic KP-380BK Classic Electric Pencil Sharpener,27.0,3,Central,"Accessories, Appliances, Art",108.0,Home Office,2017-09-10,Standard Class,Kansas,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,42.0,Office Supplies,Eagan,United States,Julie Kriz,0.0,1,2016-08-10,CA-2016-130022,55122.0,Other,Peel-Off China Markers,13.0,3,Central,"Accessories, Appliances, Art",30.0,Home Office,2016-08-16,Standard Class,Minnesota,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,46.0,Office Supplies,Roseville,United States,Philisse Overcash,0.0,1,2016-11-10,CA-2016-121783,55113.0,GBC,GBC Standard Therm-A-Bind Covers,34.0,3,Central,"Binders, Bookcases, Chairs and 3 more",75.0,Home Office,2016-11-14,Standard Class,Minnesota,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,48.0,Office Supplies,Independence,United States,Robert Dilbeck,0.0,1,2018-09-07,CA-2018-103877,64055.0,GBC,GBC DocuBind 300 Electric Binding Machine,757.0,3,Central,"Binders, Bookcases, Chairs and 3 more",1578.0,Home Office,2018-09-14,Standard Class,Missouri,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,50.0,Office Supplies,Eau Claire,United States,Pete Armstrong,0.0,1,2015-05-17,CA-2015-148761,54703.0,Other,Surelock Post Binders,46.0,3,Central,"Binders, Bookcases, Chairs and 3 more",92.0,Home Office,2015-05-21,Standard Class,Wisconsin,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,47.0,Office Supplies,Milwaukee,United States,Catherine Glotzbach,0.0,1,2018-11-11,CA-2018-143217,53209.0,Other,Prestige Round Ring Binders,9.0,3,Central,"Binders, Bookcases, Chairs and 3 more",18.0,Home Office,2018-11-17,Standard Class,Wisconsin,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
CEF,45.0,Office Supplies,Trenton,United States,Matt Abelman,0.0,1,2015-08-08,CA-2015-124478,48183.0,Global,Globe Weis Peel & Seel First Class Envelopes,17.0,3,Central,"Binders, Bookcases, Chairs and 3 more",38.0,Home Office,2015-08-12,Standard Class,Michigan,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,47.0,Office Supplies,Sheboygan,United States,Matt Abelman,0.0,1,2017-08-23,US-2017-117793,53081.0,Avery,Avery 515,18.0,3,Central,Labels,38.0,Home Office,2017-08-29,Standard Class,Wisconsin,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,47.0,Office Supplies,Marion,United States,Max Ludwig,0.0,1,2018-04-06,CA-2018-107265,52302.0,Easy-staple paper,Easy-staple paper,50.0,3,Central,Paper,106.0,Home Office,2018-04-12,Standard Class,Iowa,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,Jackson,United States,Matt Abelman,0.0,1,2016-12-01,CA-2016-110324,49201.0,Xerox,Xerox 207,9.0,3,Central,Paper,19.0,Home Office,2016-12-05,Standard Class,Michigan,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,18.0,Office Supplies,Roseville,United States,Philisse Overcash,0.0,1,2016-11-10,CA-2016-121783,55113.0,Tennsco,Tennsco 6- and 18-Compartment Lockers,143.0,3,Central,Storage,796.0,Home Office,2016-11-14,Standard Class,Minnesota,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,2.0,Office Supplies,Olathe,United States,Tom Ashbrook,0.0,1,2015-09-12,US-2015-119081,66062.0,Other,Compact Automatic Electric Letter Opener,7.0,3,Central,Supplies,358.0,Home Office,2015-09-19,Standard Class,Kansas,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
Rest,27.0,Office Supplies,Milwaukee,United States,Matthew Grinstein,0.0,1,2018-08-28,US-2018-169502,53209.0,Acme,Acme Stainless Steel Office Snips,6.0,3,Central,Supplies,22.0,Home Office,2018-09-01,Standard Class,Wisconsin,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
A&B,33.0,Office Supplies,Tulsa,United States,Paul Stevenson,0.0,1,2018-10-22,US-2018-111920,74133.0,Dixon,Dixon Ticonderoga Core-Lock Colored Pencils,12.0,4,Central,"Accessories, Appliances, Art",36.0,Home Office,2018-10-26,Standard Class,Oklahoma,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,29.0,Office Supplies,Superior,United States,Beth Thompson,0.0,1,2016-12-22,CA-2016-153612,54880.0,Newell,Newell 336,5.0,4,Central,"Accessories, Appliances, Art",17.0,Home Office,2016-12-27,Standard Class,Wisconsin,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,49.0,Office Supplies,Bloomington,United States,Steven Roelle,0.0,1,2015-11-16,US-2015-147704,47401.0,Wilson Jones,Wilson Jones Active Use Binders,14.0,4,Central,"Binders, Bookcases, Chairs and 3 more",29.0,Home Office,2015-11-21,Standard Class,Indiana,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,45.0,Office Supplies,Dubuque,United States,Deanra Eno,0.0,1,2016-09-24,CA-2016-153381,52001.0,Acco,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",7.0,4,Central,"Binders, Bookcases, Chairs and 3 more",15.0,Home Office,2016-09-28,Standard Class,Iowa,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,47.0,Office Supplies,Jackson,United States,Mick Hernandez,0.0,1,2018-01-21,CA-2018-127026,49201.0,Avery,"Avery Flip-Chart Easel Binder, Black",42.0,4,Central,"Binders, Bookcases, Chairs and 3 more",90.0,Home Office,2018-01-27,Standard Class,Michigan,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,46.0,Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.0,1,2017-10-15,CA-2017-124352,73120.0,Ibico,Ibico Plastic Spiral Binding Combs,56.0,4,Central,"Binders, Bookcases, Chairs and 3 more",122.0,Home Office,2017-10-21,Standard Class,Oklahoma,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
Rest,48.0,Office Supplies,Eagan,United States,Julie Kriz,0.0,1,2016-08-10,CA-2016-130022,55122.0,Avery,Avery 489,20.0,4,Central,Labels,41.0,Home Office,2016-08-16,Standard Class,Minnesota,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,46.0,Office Supplies,Sheboygan,United States,Matt Abelman,0.0,1,2017-08-23,US-2017-117793,53081.0,Other,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",12.0,4,Central,Labels,25.0,Home Office,2017-08-29,Standard Class,Wisconsin,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,47.0,Office Supplies,Columbus,United States,Vicky Freymann,0.0,1,2018-12-17,CA-2018-107342,47201.0,Wirebound,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",13.0,4,Central,Paper,28.0,Home Office,2018-12-22,Standard Class,Indiana,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,Indianapolis,United States,Karen Ferguson,0.0,1,2018-07-01,US-2018-148362,46203.0,Xerox,Xerox 226,12.0,4,Central,Paper,26.0,Home Office,2018-07-08,Standard Class,Indiana,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,3.0,Office Supplies,Indianapolis,United States,Karen Ferguson,0.0,1,2018-07-01,US-2018-148362,46203.0,Carina,"Carina Mini System Audio Rack, Model AR050B",13.0,4,Central,Storage,444.0,Home Office,2018-07-08,Standard Class,Indiana,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,5.0,Office Supplies,Oklahoma City,United States,Arthur Wiediger,0.0,1,2017-11-18,CA-2017-136812,73120.0,Tennsco,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",56.0,4,Central,Storage,1118.0,Home Office,2017-11-23,Standard Class,Oklahoma,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,28.0,Office Supplies,Superior,United States,Eugene Moren,0.0,1,2017-05-30,CA-2017-152730,54880.0,Eldon,Eldon Simplefile Box Office,14.0,4,Central,Storage,50.0,Home Office,2017-06-04,Standard Class,Wisconsin,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
A&B,29.0,Office Supplies,Milwaukee,United States,Matthew Grinstein,0.0,1,2018-08-28,US-2018-169502,53209.0,Acco,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,27.0,5,Central,"Accessories, Appliances, Art",92.0,Home Office,2018-09-01,Standard Class,Wisconsin,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,26.0,Office Supplies,Jackson,United States,Matthew Grinstein,0.0,1,2017-12-12,CA-2017-139395,49201.0,Newell,Newell 333,4.0,5,Central,"Accessories, Appliances, Art",14.0,Home Office,2017-12-18,Standard Class,Michigan,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,27.0,Office Supplies,Superior,United States,Eugene Moren,0.0,1,2017-05-30,CA-2017-152730,54880.0,Newell,Newell 343,4.0,5,Central,"Accessories, Appliances, Art",15.0,Home Office,2017-06-04,Standard Class,Wisconsin,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,48.0,Office Supplies,Lawrence,United States,Michelle Arnett,0.0,1,2017-11-05,US-2017-165078,46226.0,Other,Premium Transparent Presentation Covers by GBC,50.0,5,Central,"Binders, Bookcases, Chairs and 3 more",105.0,Home Office,2017-11-10,Standard Class,Indiana,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,49.0,Office Supplies,Jackson,United States,Mick Hernandez,0.0,1,2018-01-21,CA-2018-127026,49201.0,Avery,Avery Durable Binders,7.0,5,Central,"Binders, Bookcases, Chairs and 3 more",14.0,Home Office,2018-01-27,Standard Class,Michigan,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,47.0,Office Supplies,Sterling Heights,United States,Victor Preis,0.0,1,2016-07-05,CA-2016-130610,48310.0,Other,Durable Pressboard Binders,9.0,5,Central,"Binders, Bookcases, Chairs and 3 more",19.0,Home Office,2016-07-10,Standard Class,Michigan,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,47.0,Office Supplies,Springfield,United States,Nick Zandusky,0.0,1,2015-08-02,US-2015-106299,65807.0,Wilson Jones,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,13.0,5,Central,"Binders, Bookcases, Chairs and 3 more",27.0,Home Office,2015-08-08,Standard Class,Missouri,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,49.0,Office Supplies,Fargo,United States,Christopher Schild,0.0,1,2018-12-28,CA-2018-135111,58103.0,Wilson Jones,Wilson Jones Impact Binders,13.0,5,Central,"Binders, Bookcases, Chairs and 3 more",26.0,Home Office,2019-01-02,Standard Class,North Dakota,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
CEF,47.0,Office Supplies,Bloomington,United States,Steven Roelle,0.0,1,2015-11-16,US-2015-147704,47401.0,Other,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.0,5,Central,"Binders, Bookcases, Chairs and 3 more",78.0,Home Office,2015-11-21,Standard Class,Indiana,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,5.0,Office Supplies,Omaha,United States,Jesus Ocampo,0.0,1,2018-05-29,CA-2018-144568,68104.0,Other,Plymouth Boxed Rubber Bands by Plymouth,1.0,5,Central,"Binders, Bookcases, Chairs and 3 more",24.0,Home Office,2018-06-02,Standard Class,Nebraska,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
CEF,31.0,Office Supplies,Omaha,United States,Sean Wendt,0.0,1,2017-04-17,US-2017-133508,68104.0,Advantus,"Advantus Push Pins, Aluminum Head",9.0,5,Central,"Binders, Bookcases, Chairs and 3 more",29.0,Home Office,2017-04-21,Standard Class,Nebraska,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
Rest,48.0,Office Supplies,Lawrence,United States,Michelle Arnett,0.0,1,2017-11-05,US-2017-165078,46226.0,Avery,Avery 503,25.0,5,Central,Labels,52.0,Home Office,2017-11-10,Standard Class,Indiana,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,48.0,Office Supplies,Tulsa,United States,Michelle Tran,0.0,1,2017-08-11,CA-2017-128671,74133.0,Xerox,Xerox 202,16.0,5,Central,Paper,32.0,Home Office,2017-08-16,Standard Class,Oklahoma,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,25.0,Office Supplies,Bloomington,United States,Steven Roelle,0.0,1,2015-11-16,US-2015-147704,47401.0,Other,"File Shuttle II and Handi-File, Black",42.0,5,Central,Storage,169.0,Home Office,2015-11-21,Standard Class,Indiana,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,26.0,Office Supplies,Richmond,United States,Hallie Redmond,0.0,1,2018-01-14,CA-2018-113278,47374.0,Tenex,"Tenex Personal Project File with Scoop Front Design, Black",18.0,5,Central,Storage,67.0,Home Office,2018-01-20,Standard Class,Indiana,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
CEF,50.0,Office Supplies,Richmond,United States,Pete Armstrong,0.0,1,2016-03-02,CA-2016-105970,47374.0,Other,Brown Kraft Recycled Envelopes,51.0,6,Central,"Binders, Bookcases, Chairs and 3 more",102.0,Home Office,2016-03-07,Standard Class,Indiana,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,49.0,Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.0,1,2017-10-15,CA-2017-124352,73120.0,Avery,Avery 508,14.0,6,Central,Labels,29.0,Home Office,2017-10-21,Standard Class,Oklahoma,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,45.0,Office Supplies,Bloomington,United States,Steven Roelle,0.0,1,2015-11-16,US-2015-147704,47401.0,Xerox,Xerox 1954,14.0,6,Central,Paper,32.0,Home Office,2015-11-21,Standard Class,Indiana,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,Superior,United States,Eugene Moren,0.0,1,2017-05-30,CA-2017-152730,54880.0,Xerox,Xerox 1915,302.0,6,Central,Paper,629.0,Home Office,2017-06-04,Standard Class,Wisconsin,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,46.0,Office Supplies,Tulsa,United States,Michelle Tran,0.0,1,2017-08-11,CA-2017-128671,74133.0,Avery,Avery Hanging File Binders,19.0,7,Central,"Binders, Bookcases, Chairs and 3 more",42.0,Home Office,2017-08-16,Standard Class,Oklahoma,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
CEF,45.0,Office Supplies,Holland,United States,Steve Carroll,0.0,1,2017-07-28,CA-2017-143924,49423.0,Other,Staples,9.0,7,Central,"Binders, Bookcases, Chairs and 3 more",20.0,Home Office,2017-08-03,Standard Class,Michigan,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
Rest,49.0,Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.0,1,2017-10-15,CA-2017-124352,73120.0,Avery,Avery 49,10.0,7,Central,Labels,20.0,Home Office,2017-10-21,Standard Class,Oklahoma,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,48.0,Office Supplies,Superior,United States,Eugene Moren,0.0,1,2017-05-30,CA-2017-152730,54880.0,Xerox,Xerox 217,22.0,7,Central,Paper,45.0,Home Office,2017-06-04,Standard Class,Wisconsin,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,28.0,Office Supplies,Milwaukee,United States,Paul Van Hugh,0.0,1,2017-02-22,CA-2017-119025,53209.0,Belkin,Belkin 5 Outlet SurgeMaster Power Centers,137.0,9,Central,"Accessories, Appliances, Art",490.0,Home Office,2017-02-28,Standard Class,Wisconsin,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
A&B,22.0,Office Supplies,Trenton,United States,Matt Abelman,10.0,1,2015-08-08,CA-2015-124478,48183.0,Acco,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",37.0,3,Central,"Accessories, Appliances, Art",168.0,Home Office,2015-08-12,Standard Class,Michigan,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
CEF,38.0,Office Supplies,Dallas,United States,Lindsay Shagiari,20.0,1,2016-10-15,US-2016-118766,75217.0,Staple envelope,Staple envelope,2.0,1,Central,"Binders, Bookcases, Chairs and 3 more",4.0,Home Office,2016-10-22,Standard Class,Texas,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,34.0,Office Supplies,Houston,United States,Bill Eplett,20.0,1,2017-07-25,CA-2017-128307,77041.0,Other,Quality Park Security Envelopes,7.0,1,Central,"Binders, Bookcases, Chairs and 3 more",21.0,Home Office,2017-07-29,Standard Class,Texas,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
A&B,31.0,Office Supplies,Woodstock,United States,Valerie Mitchum,20.0,1,2018-07-16,CA-2018-109778,60098.0,Crayola,"Crayola Anti Dust Chalk, 12/Pack",1.0,2,Central,"Accessories, Appliances, Art",3.0,Home Office,2018-07-21,Standard Class,Illinois,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,11.0,Office Supplies,Austin,United States,Julie Kriz,20.0,1,2018-05-11,CA-2018-140298,78745.0,Newell,Newell 348,1.0,2,Central,"Accessories, Appliances, Art",5.0,Home Office,2018-05-17,Standard Class,Texas,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,11.0,Office Supplies,Dallas,United States,Adrian Hane,20.0,1,2018-10-31,CA-2018-131632,75217.0,Newell,Newell 350,1.0,2,Central,"Accessories, Appliances, Art",5.0,Home Office,2018-11-04,Standard Class,Texas,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,16.0,Office Supplies,Pasadena,United States,Steve Nguyen,20.0,1,2017-11-18,CA-2017-119963,77506.0,Other,4009 Highlighters by Sanford,1.0,2,Central,"Accessories, Appliances, Art",6.0,Home Office,2017-11-22,Standard Class,Texas,Less Profit,Profits,Profits,Art,Art,Rest,Art
CEF,36.0,Office Supplies,Dallas,United States,Lindsay Shagiari,20.0,1,2018-11-12,CA-2018-164168,75081.0,Other,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",4.0,2,Central,"Binders, Bookcases, Chairs and 3 more",12.0,Home Office,2018-11-18,Standard Class,Texas,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,34.0,Office Supplies,Houston,United States,Michelle Tran,20.0,1,2015-09-25,US-2015-112914,77041.0,Poly,Poly String Tie Envelopes,1.0,2,Central,"Binders, Bookcases, Chairs and 3 more",3.0,Home Office,2015-09-30,Standard Class,Texas,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
CEF,16.0,Office Supplies,League City,United States,Paul Van Hugh,20.0,1,2015-07-12,CA-2015-161508,77573.0,Stockwell,Stockwell Push Pins,1.0,2,Central,"Binders, Bookcases, Chairs and 3 more",3.0,Home Office,2015-07-16,Standard Class,Texas,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
Rest,38.0,Office Supplies,Grand Prairie,United States,Sam Zeldin,20.0,1,2018-11-04,CA-2018-105144,75051.0,Other,Alphabetical Labels for Top Tab Filing,9.0,2,Central,Labels,24.0,Home Office,2018-11-11,Standard Class,Texas,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,38.0,Office Supplies,Houston,United States,Emily Ducich,20.0,1,2015-11-23,CA-2015-110352,77036.0,Other,Alphabetical Labels for Top Tab Filing,9.0,2,Central,Labels,24.0,Home Office,2015-11-29,Standard Class,Texas,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,33.0,Office Supplies,Pasadena,United States,Steve Nguyen,20.0,1,2017-11-18,CA-2017-119963,77506.0,Avery,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",16.0,2,Central,Labels,49.0,Home Office,2017-11-22,Standard Class,Texas,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,34.0,Office Supplies,Elmhurst,United States,Clay Rozendal,20.0,1,2017-04-18,CA-2017-155551,60126.0,Adams,"Adams Telephone Message Books, 5 1/4” x 11”",3.0,2,Central,Paper,10.0,Home Office,2017-04-23,Standard Class,Illinois,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,31.0,Office Supplies,Austin,United States,Julie Kriz,20.0,1,2018-05-11,CA-2018-140298,78745.0,Xerox,Xerox 1927,2.0,2,Central,Paper,7.0,Home Office,2018-05-17,Standard Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,36.0,Office Supplies,Dallas,United States,Matthew Grinstein,20.0,1,2018-10-12,CA-2018-152933,75081.0,Xerox,Xerox 1993,4.0,2,Central,Paper,10.0,Home Office,2018-10-16,Standard Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,35.0,Office Supplies,Houston,United States,Dianna Arnett,20.0,1,2015-04-25,US-2015-157406,77095.0,Xerox,Xerox 1985,4.0,2,Central,Paper,10.0,Home Office,2015-04-29,Standard Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,34.0,Office Supplies,Pasadena,United States,Steve Nguyen,20.0,1,2017-11-18,CA-2017-119963,77506.0,Xerox,Xerox 1881,7.0,2,Central,Paper,20.0,Home Office,2017-11-22,Standard Class,Texas,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,10.0,Office Supplies,Aurora,United States,Tonja Turnell,20.0,1,2017-04-22,CA-2017-109057,60505.0,Other,Pizazz Global Quick File,2.0,2,Central,Storage,24.0,Home Office,2017-04-27,Standard Class,Illinois,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,-20.0,Office Supplies,Austin,United States,Julie Kriz,20.0,1,2018-05-11,CA-2018-140298,78745.0,SAFCO,Safco Commercial Shelving,-15.0,2,Central,Storage,74.0,Home Office,2018-05-17,Standard Class,Texas,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
Rest,10.0,Office Supplies,Dallas,United States,Benjamin Farhat,20.0,1,2018-10-26,CA-2018-102729,75217.0,Other,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",6.0,2,Central,Storage,56.0,Home Office,2018-10-31,Standard Class,Texas,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
